timestamp,t_rel,pos:UPBODY_leftarm_1,pos:body_1,pos:UPBODY_rightarm_3,pos:UPBODY_rightarm_1,pos:UPBODY_neck_1,pos:UPBODY_rightarm_4,pos:BASE_body,pos:UPBODY_leftarm_3,pos:UPBODY_rightarm_5,pos:UPBODY_rightarm_2,pos:UPBODY_leftarm_4,pos:UPBODY_leftarm_5,pos:UPBODY_neck_2,pos:UPBODY_leftarm_2,vel:UPBODY_leftarm_1,vel:body_1,vel:UPBODY_rightarm_3,vel:UPBODY_rightarm_1,vel:UPBODY_neck_1,vel:UPBODY_rightarm_4,vel:BASE_body,vel:UPBODY_leftarm_3,vel:UPBODY_rightarm_5,vel:UPBODY_rightarm_2,vel:UPBODY_leftarm_4,vel:UPBODY_leftarm_5,vel:UPBODY_neck_2,vel:UPBODY_leftarm_2
2025-10-17T20:20:07,0.083,0.02662349621128448,-0.011782770426890035,-9.544743157847739e-05,1.9698584015800977e-05,-9.25175758237602e-05,1.4849807960619842e-05,-7.720582468437032e-05,0.0001799098502753937,-3.762600160009771e-05,8.333057189409685e-05,0.05904151946856397,-0.04111268061548787,1.8177602870468596e-05,-0.005801968584712652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17T20:20:07,0.182,0.06466349114605709,-0.02853449166503284,-9.26326300845422e-05,1.1817234515795718e-05,-9.02156173666617e-05,1.0520829624342824e-05,-7.448940683274552e-05,0.000425800657919145,-2.8604958323972203e-05,8.183490008179495e-05,0.1433478715732342,-0.09973464213401714,2.6470943854349613e-05,-0.014170846472190348,0.3843165049159749,-0.16924195096789477,2.843782377038593e-05,-7.962494997849015e-05,2.3256591653359334e-05,-4.373549015733855e-05,2.7443857876897553e-05,0.0024842247204988404,9.113922934325003e-05,-1.5110710829242763e-05,0.8517436092891026,-0.5922552671405771,8.378728300218733e-05,-0.08455042923373202
2025-10-17T20:20:08,0.282,0.102687647371544,-0.04527923799050332,-8.981900058925307e-05,3.939166572576249e-06,-8.791461737579991e-05,6.1936537443881575e-06,-7.177412001577844e-05,0.0006715890840293295,-1.958767113882803e-05,8.033985102223164e-05,0.22761912104962556,-0.15833219523167671,3.476083174058758e-05,-0.022536239810731207,0.38289896952559505,-0.16861770909442547,2.8332932044154383e-05,-7.933125667334206e-05,2.3170810685572265e-05,-4.357417362702926e-05,2.7342632352384726e-05,0.002475061761287048,9.080306609917011e-05,-1.505497560293776e-05,0.8486019885305531,-0.5900707583032733,8.347823710538063e-05,-0.0842385685038973
2025-10-17T20:20:08,0.382,0.1407132822973481,-0.06202463549312433,-8.700526167628738e-05,-3.9392077364570315e-06,-8.561352790262597e-05,1.86630958729124e-06,-6.905872760552865e-05,0.0009173870684692634,-1.0570033285404938e-05,7.884474382253485e-05,0.3118936477038876,-0.21693202709707113,4.3051042007676666e-05,-0.030901958466412825,0.3819713236165304,-0.168209200478612,2.826429010308273e-05,-7.913906154728788e-05,2.311467496974936e-05,-4.346860686628275e-05,2.7276389601519775e-05,0.0024690654512933567,9.058307832301654e-05,-1.5018502048186657e-05,0.846546088082297,-0.5886411991543496,8.327599512692172e-05,-0.0840344844773591
2025-10-17T20:20:08,0.482,0.17871644774636042,-0.07876013808350289,-8.419318541119926e-05,-1.1812926687360482e-05,-8.331379815103498e-05,-2.458477527449975e-06,-6.634493972987406e-05,0.0011630398100455973,-1.5577239848083685e-06,7.735052008675893e-05,0.3961183762541997,-0.2754972321228435,5.133635356136993e-05,-0.03926273379053543,0.3812887608957759,-0.16790861945999636,2.8213783299141833e-05,-7.899764419517822e-05,2.3073370257952327e-05,-4.3390930745758476e-05,2.7227648123959353e-05,0.002464653360835363,9.04212111131719e-05,-1.4991664772752924e-05,0.8450333546245739,-0.5875893282059264,8.312718529148905e-05,-0.0838843192612403
2025-10-17T20:20:08,0.582,0.2167882908213404,-0.0955258843278956,-8.137602728728059e-05,-1.9700874672048234e-05,-8.100991243038613e-05,-6.791080204614648e-06,-6.362624761778343e-05,0.0014091364843023953,7.470871959280612e-06,7.585359605647793e-05,0.48049531197821066,-0.3341682735756071,5.9636637960645584e-05,-0.04763861833500127,0.3810768833992261,-0.16781531469576264,2.8198105245166213e-05,-7.895374617141769e-05,2.3060548668572834e-05,-4.336681893675108e-05,2.721251805322797e-05,0.002463283783135957,9.037096515312665e-05,-1.498333408817228e-05,0.8445637799346237,-0.587262812009731,8.30809925322967e-05,-0.0838377057719701
2025-10-17T20:20:08,0.682,0.25480726075926596,-0.1122683467612773,-7.856278155571175e-05,-2.757786808975978e-05,-7.87092262833756e-05,-1.1117665881375611e-05,-6.0911331151131575e-05,0.0016548913862115561,1.6486929235624494e-05,7.435875091345377e-05,0.5647550673157091,-0.39275783428655975,6.792539515138108e-05,-0.056002870679507696,0.3806622006067447,-0.16763270030388866,2.8167420442347787e-05,-7.886782975568768e-05,2.3035454486441597e-05,-4.331962774158512e-05,2.718290575327393e-05,0.0024606032705088115,9.027262467166093e-05,-1.4967029423441803e-05,0.8436447368702218,-0.5866237604340164,8.299058490200936e-05,-0.08374647469640698
2025-10-17T20:20:08,0.782,0.2927817620836163,-0.12899122649440534,-7.575282631669262e-05,-3.544564823901617e-05,-7.641123111729899e-05,-1.5439190998450873e-05,-5.8199590166914975e-05,0.0019003588426747971,2.549244094569848e-05,7.28656542052538e-05,0.6489162688389891,-0.4512788661410218,7.620445745713849e-05,-0.06435733983667473,0.3803055134751523,-0.16747562553540063,2.8141027077348827e-05,-7.879392922149851e-05,2.301386986319136e-05,-4.3279036493659376e-05,2.715743489573665e-05,0.002458297642261127,9.018803764541006e-05,-1.4953005055419503e-05,0.8428542270145087,-0.5860740837230123,8.291282127422943e-05,-0.08366800278668539
2025-10-17T20:20:08,0.882,0.3308161536225097,-0.14574048015793578,-7.293843945075932e-05,-4.3325836794563196e-05,-7.410961174501252e-05,-1.9767531664312526e-05,-5.548357245111096e-05,0.002146213429926284,3.4512155397337906e-05,7.137020270952355e-05,0.7332102023861179,-0.5098921924833855,8.449657680908255e-05,-0.07272498496542182,0.38043598108717136,-0.16753307972462686,2.8150681138287862e-05,-7.88209602673889e-05,2.3021765001541947e-05,-4.3293883800210934e-05,2.716675152553524e-05,0.0024591409858668693,9.021897755421325e-05,-1.4958134833434692e-05,0.8431433765913157,-0.5862751423021293,8.294126534725524e-05,-0.08369670593228597
2025-10-17T20:20:08,0.982,0.36883178441253467,-0.16248147212648434,-7.012544080225437e-05,-5.1202138388007104e-05,-7.180912766374262e-05,-2.409373734368001e-05,-5.276889443141425e-05,0.002391946747558803,4.352742080718001e-05,6.987548885645883e-05,0.8174625573183556,-0.5684766073629555,9.278460601096888e-05,-0.08108850269045534,0.38037598317826526,-0.16750665836871997,2.8146241542438494e-05,-7.880852954834782e-05,2.3018134278297847e-05,-4.328705599572984e-05,2.7162467103544878e-05,0.002458753158941467,9.020474927333026e-05,-1.4955775811534137e-05,0.8430104058892308,-0.58618268185062,8.29281848219363e-05,-0.08368350626772239
